# Code generated by cmd/gen-cities from GeoNames cities1000 (CC-BY 4.0). DO NOT EDIT.
# Regenerate with `make gen-cities`. Columns: canonical-name<TAB>country<TAB>alias|alias|...<TAB>population
# Population is what lets the loader treat a small place as evidence-only: see cities.go.
Ibach	ch	ibach	3500
Indianola	us	andyanwla|ayndyanwla|ayndyanwla washynqtwn|indianola|indijanola|индианола|индијанола|індіанола	3500
Jemielnica	pl	jemielnica	3500
Jersey Farm	gb	jersey farm	3500
Johnston City	us	dzhonston-siti|dzonson siti|johnston city|jonsatana siti|jwnstwn syty|yue han si dun cheng|джонстон-сити|джонстон-сіті|џонсон сити	3500
Jouques	fr	jocas|jouques|ru qu ai|zhuk|жук	3500
Kaff al-Jaa	sy	kaff al-jaa	3500
Kenmount Terrace	ca	kenmount terrace	3500
Khôr Angar	dj	angarou|anghar|angârou|khor angar|khor-anghar|khôr angar|poste d'anghor|poste d’anghor	3500
Krasne	pl	krasne	3500
Krościenko nad Dunajcem	pl	kroscienko nad dunajcem|krościenko nad dunajcem	3500
Kłaj	pl	klaj|kłaj	3500
La Antilla	es	antilla|caserio de las antillas|caserio las antillas|caserío de las antillas|caserío las antillas|la antilla	3500
Nowlamary	bd	na'olamari|nowlamary	3500
Oravská Lesná	sk	erdudka|erdutka|erdúdka|erdútka|lesna|oravska lesna|oravská lesná	3500
Punaú	br	colonia agricola de punau|colônia agrícola de punaú|punau|punaú	3500
Qalansīyah	ye	kallansiya|qalansiya|qalansiyah|qalansiyyah|qalansyah|qalansīyah|qlnsyt|qulansiyah	3500
Samaipata	bo	sa mai pa ta|samaipata|samaypata	3500
Sant'Eufemia della Fonte	it	sant'eufemia della fonte	3500
Smith Creek	ca	smith creek	3500
Stromberg	de	ashtrmbrg|shi te long bei ge|shtromberg|shtrwmbrgh|stromberg|штромберг	3500
Suntikoppa	in	suntikoppa	3500
Sviyazhsk	ru	svijazhsk|svijazjsk|sviyazhsk|свияжск	3500
Sásd	hu	sas|sasd|sásd|šaš	3500
Tempe	au	tempe	3500
Volodarskogo	ru	poselok volodarskogo|posëlok volodarskogo|stalino|volodarskij|volodarskiy|volodarskogo|володарский	3500
Waddi	dj	waddi	3500
Warang	sn	warang	3500
Aguas Claras	pr	aguas claras|parcelas aguas claras	3499
Dewey	us	d'jui|dehvej|dewey|djui|dwy aklahma|dwy awklahwma|dywy|дьюи|дьюї|дэвей|дјуи	3499
Ex-Viñedos Guadalupe	mx	ex-vinedos guadalupe|ex-viñedos guadalupe	3499
Ghemme	it	ghemme	3499
Heflin	us	geflin|he fu lin|heflin|hephina|hflyn alabama|hyfln|kheflin|гефлін|хефлин	3499
Motovylivka	ua	chernecha motovilivka|chervona motovilivka|chervona motovylivka|kazenna motovilivka|malaja motovilovka|matavyliuka|mo tuo wei li fu ka|motovilivka|motovilovka|motovylivka|motovîlivka|motowyliwka|mоtоvylіvkа|казенна мотовилівка|малая мотовиловка|матавыліўка|мотовиловка|мотовилівка|червона мотовилівка|чернеча мотовилівка	3499
Orsogna	it	orsogna	3499
San Jose	bz	san jose	3499
Malotaranivka	ua	malotaranivka|malotaranovka|малотаранівка	3498
Mauer	de	mao e|maua|mauehr|mauer|мауер|мауэр	3498
Mâsca	ro	masca|misca|mâsca|mîsca	3498
Nesselwang	de	nei sai er wang|neselvang|nessel'vang|nesselwang|nesseruvuangu|неселванг|нессельванг	3498
San Joaquin	ph	san joaquin	3498
Catalina	ro	catalina|szentkatolna	3497
Coqueiro Castelão	cv	coqueiro castelao|coqueiro castelão	3497
Haft Cheshmeh	ir	haft cheshmeh|hft chshmh	3497
Isabang	ph	isabang	3497
Krumpendorf	at	krumpendorf|krumpendorf am woerther see|krumpendorf am wörther see	3497
Lens	ch	lens|lens i valais|lens vs|lun si	3497
San Andrés Tlalamac	mx	san andres tlalamac|san andrés tlalamac|san andrés tlalámac|tlalamac	3497
Tonaya	mx	tonaya	3497
Aneby	se	anebju|aneby|анебю	3496
Klis	hr	clissa|klis	3496
Messingham	gb	messingham	3496
Mörschwil	ch	mjorshvil'|mo shi wei er|morschwil|mörschwil|мёршвиль	3496
Peştera	ro	pestera|peştera	3496
Queromarca	pe	queromarca	3496
Tutwiler	us	tutwiler	3496
Burraneer	au	burraneer	3495
La Neuveville	ch	la neuveville|la nuo yi wei wei er|la-njovvil'|lnww wyl|ла-нёввиль	3495
La Paloma	uy	la pa luo ma|la paloma|la palwma rwcha|la-paloma|puerto de la paloma|ла-палома	3495
Lapalud	fr	la pa lu|la palu|la palus|la palú|la palús|lapalju|lapalud|raparyu|лапалю	3495
Polkton	us	luneville|polkton	3495
Skärhamn	se	skaerhamn|skärhamn	3495
Sumagui	ph	sumagui	3495
Chaponnay	fr	chaponnay	3494
Kangly	ru	kangly|канглы	3494
Padstow Heights	au	padstow heights	3494
Rimpeso	ph	rimpes|rimpeso	3494
Sajókaza	hu	sajokaza|sajókaza	3494
Sanhala	ci	sanhala	3494
Varennes-sur-Seine	fr	varennes|varennes-sur-seine	3494
Zogouiné	ci	zogouine|zogouiné|zougouine|zougouiné	3494
Zruč-Senec	cz	zruc-senec|zruč-senec	3494
Albalat dels Sorells	es	albalat dels sorells	3493
Biharia	ro	bihar|biharea|biharia	3493
Bocsig	ro	bocsig|caragheorghevici	3493
Chipilo de Francisco Javier Mina	mx	chipilo de francisco javier mina	3493
Collonges-sous-Salève	fr	collonge-sous-saleve|collonge-sous-salève|collonges|collonges-sous-saleve|collonges-sous-salève	3493
Dicomano	it	dicomano	3493
Georgetown	us	georgetown	3493
Granite Falls	us	ghranyt fwlz|granit fols|granit-folls|granite falls|granyt falz washyngtn|guranaitoforuzu|hua gang yan pu bu|jranyt fwlz|portage|qranyt falz washynqtwn|гранит фолс|гранит-фоллс	3493
Hinton	gb	hinton	3493
Holod	ro	holod	3493
Leisure Village West-Pine Lake Park	us	lehjsur villadzh vehst-pajn lehjk park|leisure village west-pine lake park|leisure village west-pine lake park cdp|lyzhr wylyj wst-payn park|lyzhr wylyj wst-payn park nywjrsy|лэйсур вилладж вэст-пайн лэйк парк	3493
Moreton in Marsh	gb	moreton in marsh|moreton in the marsh	3493
Pitogo	ph	pitogo|pitugu	3493
Sandy Ground	mf	sandy ground	3493
Tahmek	mx	tahmec|tahmek	3493
Beuren	de	beuren	3492
Biberbach	de	bi bei er ba he|biberbach|biberbakh|biberbax|bybrbakh|бибербах|бібербах	3492
Dudu	cn	dou du|dou du xiang|dudu|dudu xiang	3492
Estrablin	fr	ai si te la bu lan|ehstrablen|estrablen|estrablin|естраблен|эстраблен	3492
III kaupunginosa	fi	iii district|iii kaupunginosa|iii stadsdel	3492
Kuşçular	tr	kuscular|kuşçular	3492
Montzen	be	montzen|plombieres (montzen)|plombières (montzen)	3492
Pescina	it	pescina	3492
Providence	us	prawydns|providence|pu luo wei deng si	3492
Rodnikovo	ua	rodnikove|rodnikovo|staryj kulchuk|родникове|родниково|старый кулчу́к	3492
San Rafael	ph	san rafael	3492
Silver Falls	ca	silver falls	3492
Steendorp	be	steendorp	3492
Suseni	ro	suseni	3492
São Fernando	br	sao fernando|são fernando	3492
Tixcacalcupul	mx	tixcacalcupul	3492
Tongole	sl	tongole	3492
Zacualpan de Amilpas	mx	opshtina zakualpan|opstina zacualpan|opština zacualpan|sakual'pan-de-amil'pas|zacualpan|zacualpan de amilpas|општина закуалпан|сакуальпан-де-амильпас	3492
Aldergrove East	ca	aldergrove east|east aldergrove	3491
Blackstone	us	bellefonte|black and whites|blacks|blacks and whites|blackstone|blekstoun|whites|блекстоун	3491
Calcium	us	calcium|sandfords corners|sanford corners	3491
Cerreto d'Esi	it	cerreto|cerreto d'esi	3491
Fruitvale	ca	fruitvale	3491
Juan Bautista Alberdi	ar	alberdi|j.b. alberdi|juan b. alberdi|juan bautista alberdi	3491
Kantunil	mx	kantunil	3491
Komyshivka	ua	hagi-curda|kamishovka|kamyschowka|kamyshovka|ke mi shen fu ka|khadzhi-kurda|komishivka|komisivka|komišivka|komychivka|komyschiwka|komyshivka|komysivka|komyšivka|камишовка|камышовка|комишівка|хаджи-курда	3491
Kysyl-Syr	ru	kysyl-syr|кысыл-сыр	3491
Mindelo	pt	mindelo	3491
Nuvolento	it	nuvolento	3491
Parang	ph	parang	3491
Sven’	ru	sven|sven'|sven’|свень	3491
Wollaston	gb	wollaston	3491
Brie	fr	brie	3490
Downtown	ca	downtown|downtown saskatoon	3490
Klaaswaal	nl	klaaswaal	3490
Kowal	pl	dəmirçi|hdadt|ke wa er|koval|koval'|kovala|kowal|ковал|коваль	3490
Langogne	fr	lang ge ni|langogne|langon'|langonha|langwgny|langònha|rangonyu|лангонь	3490
Leende	nl	leende	3490
Lucrécia	br	lucrecia|lucrécia	3490
Pahuatlán de Valle	mx	pahuatlan|pahuatlan de valle|pahuatlan del valle|pahuatlán de valle|pahuatlán del valle	3490
Portarlington	au	portarlington|портарлингтон	3490
Rosscarrock	ca	rosscarrock	3490
Saint-Pascal	ca	saint-pascal	3490
Schutsboom	nl	schutsboom	3490
Sovetskoye	ru	mariental|mariyental'|mariyental’|pfannenstiel|sovetskoe|sovetskoje|sovetskoye|советское	3490
Unisław	pl	unislav|unislaw|unisław|унислав	3490
Vista Hermosa	mx	santa cruz del cortijo|vista hermosa	3490
Bershet’	ru	bershet'|bershet’|bersjet|бершеть	3489
Donja Dubica	ba	donja dubica	3489
Hodász	hu	godas|hodasz|hodász|khodas|годас|ходас	3489
Luttre	be	luttre	3489
Oktyabr’skiy	ru	oktjabr'skij|oktyabr'skiy|oktyabr’skiy|октябрьский	3489
Saint-Gervais-la-Forêt	fr	bonne-creme|bonne-crème|gervais-sur-cosson|saint-gervais|saint-gervais-la-foret|saint-gervais-la-forêt|sen-zherve-la-fore|sheng re er wei la fu lei|сен-жерве-ла-форе	3489
Santana de Cataguases	br	santa anna de cataguazes|santana de cataguases	3489
Sauk City	us	harszthy|sak syty|sauk|sauk city|sok siti|westfield|сок сити	3489
Verolavecchia	it	verolavecchia	3489
Allennes-les-Marais	fr	a lai ne lai ma lai|alen le mare|allenn-le-mare|allennes|allennes-les-marais|alyns-l-marays|ален ле маре|алленн-ле-маре	3488
Chaniers	fr	chaniers|sha nie er|shan'e|shanije|шаније|шанье|шаньє	3488
Générac	fr	generac|générac	3488
Kalian	ph	calian|kalian	3488
Kensington	ca	kensington|кенсингтон	3488
Laguna Heights	us	laghwna hayhts|laguna heights|laguna khajts|laguna-gajts|lagwna hyts|lajwna hayhts|laqwna hyts tkzas|лагуна хајтс|лагуна-гайтс	3488
Orzhytsya	ua	orjytsia|orzhica|orzhicja|orzhytsya|оржица|оржиця	3488
Paulding	us	bwldyngh|paulding|polding|полдинг	3488
Racova	ro	racova	3488
Rummu	ee	rummu	3488
Santa	ci	santa	3488
Stulovo	ru	nizhniye kropachi|stulovo|стулово	3488
Villa del Rosario	ar	villa del rosario|villa rosario	3488
Şoldanu	ro	soldanu|soldanul|şoldanu|şoldanul	3488
Aramayuan	ph	aramayuan|aramaywan	3487
Barcelonnette	fr	ba er se luo nei te|barceloneta|barcelonnette|barcilona de provenca|barcilona de provença|barseloneta|barselonnet|barselonnett|barslwnt|baruseronetto|barusuronetto|барселонета|барселоннет|барселоннетт	3487
Bayt Dajan	ps	bayt dajan|beit dajan|byt djn	3487
Dronninglund	dk	dronninglund|gmina dronninglund	3487
Estación San José	mx	estacion san jose|estación san josé	3487
Luphisi	za	luphisi	3487
Mers-les-Bains	fr	mei er lai ban|mer-le-ben|mers|mers-ches-bains|mers-le-ben|mers-les-bains|meru=re=ban|mérs-chés-bains|мер-ле-бен|мерс-ле-бен	3487
Mortegliano	it	mortean|mortegliano	3487
Offlaga	it	offlaga	3487
Skui	no	skui	3487
Stammham	de	stammham	3487
Zaliznychne	ua	bolgarijka|bulgarica|bulgărica|salisnytschne|zaliznichne|zaliznichnoe|zaliznychne|zaliznytchne|zaliznytchné|zalyznytshny|zha li zi ni qi nie|болгарийка|зализничное|залізничне	3487
Antipolo	ph	antipolo	3486
Atul	in	atul	3486
Coronel Xavier Chaves	br	coroas|coronel xavier chaves	3486
Crocetta-Nogarè	it	crocetta-nogare|crocetta-nogarè	3486
Dronryp	nl	dronrijp|dronryp	3486
Langenenslingen	de	lan ge nen si lin gen|langenenslingen|langenenslingeni|langeneslingen|лангененслинген|лангененслінген|лангенеслинген	3486
Orry-la-Ville	fr	ao er li la wei er|orri-la-vil'|orry|orry-la-ville|орри-ла-виль|оррі-ла-віль	3486
Pawa	ph	pawa	3486
San Pablo	pe	san pablo	3486
Beetsterzwaag	nl	beetstersweach|beetsterzwaag	3485
Bucium-Orlea	ro	bucium-orlea	3485
Hidden Meadows	us	hidden meadows	3485
Hourtin	fr	hourtin	3485
Kazimierz Dolny	pl	ka qi mi ri duo er ni|kazimezdolni|kazimezh-dol'ni|kazimezh-dol'ny|kazimeždolni|kazimierz|kazimierz dolny|kazimjezh dolni|qzymyyz dwlny|казимеж-дольны|казимјеж долни|казімеж-дольни	3485
Klein-Winternheim	de	klajn-vinternkhajm|klein-winternheim|xiao wen te er en hai mu|клайн-винтернхайм|клајн-винтернхајм	3485
Lisky	ua	liski|lisky|ліски	3485
Muricilândia	br	muricilandia|muricilândia	3485
Rodenbach	de	rodenbach	3485
Saint-Germain-de-Grantham	ca	saint-germain-de-grantham	3485
San Jerónimo Zacualpan	mx	san jeronimo zacualpan|san jerónimo zacualpan	3485
Taloy	ph	taloy	3485
Teliu	ro	kreuzburg tyei|teliu|teliuc|teliud|teliul	3485
Theresienfeld	at	theresienfeld	3485
Wasserbillig	lu	wasserbillig	3485
Bijela	ba	bijela	3484
Dakabin	au	dakabin	3484
Deputatsky	ru	dehputacki|deputats'kij|deputatskaj|deputatski|deputatskij|deputatskis|deputatskiy|deputatsky|deputatsuki|dieputatskij|dpwtatayskay|dybwtatskyy saha|gyeputatszkij|jie pu ta ci ji|депутатскай|депутатски|депутатский|депутатський|дэпутацкі	3484
Durack	au	durack	3484
Eirinoúpoli	gr	eirinoupoli|eirinoúpoli	3484
Eleoúsa	gr	eleousa|eleoúsa|mega bisdhouni|mega bisdhounion|mega bisdhoúni|mega bisdouni|megalo bisdouni|méga bisdhoúnion|méga bisdoúni	3484
Ghioșești	ro	chiosesti|ghiosesti|ghioşeşti|ghioșești	3484
Kock	pl	ke ci ke|koc'k|kock|kocka|kwk|qwzq|коцк|коцьк	3484
Yézimala	ci	ye-nzimala|yezimala|yé-nzimala|yézimala	3484
Zandvoorde	be	zandvoorde	3484
Kobyletska Polyana	ua	carpinis|cărpiniș|gyertyanliget|gyertyánliget|kabylehc'ka paljana|ke bi lie qi ka bo li ya na|kobilec'ka poljana|kobilecka poljana|kobiletska polana|kobylecka polana|kobylecka poljana|kobyleckaja poljana|kobyletska poliana|kobyletska poljana|kobyletska polyana|kobylezka poljana|kobyłecka polana|kobıletska polâna|кабылэцька паляна|кобилецька поляна|кобылецка поляна|кобылецкая поляна	3483
Oak Valley	us	awk faly|awk wly|awk wly nywjrsy|awk wyly nyw jrsy|oak vallehj|oak valley|ouk vali|ouk-velli|оак валлэй|оук вали|оук-велли|оук-веллі	3483
Ricardo Flores Magón	mx	ricardo flores magon|ricardo flores magón	3483
San Isidro	mx	rio grande|río grande|san isidro	3483
Ayene	gq	ayene|ayene-enduguensan	3482
Bīdak	ir	bidak|bydk|bīdak	3482
Cigales	es	cigales	3482
Delta	us	de er ta|delta|deruta|dlta|dlta ywta|dlth|melville|делта	3482
Dondar Quşçu	az	dondar quscu|dondar quşçu|dondar-kushchu	3482
Helena Valley Northwest	us	helena valley northwest|helena valley northwest cdp	3482
Planovskoye	ru	planovskaya|planovskoe|planovskoje|planovskoye|плановское	3482
Qquea	pe	qquea	3482
Saint-Martin-la-Plaine	fr	saint-martin|saint-martin-la-plaine|sen-marten-la-plen|sheng ma dan la pu lan|сен-мартен-ла-плен	3482
Zăvoaia	ro	slujitorii-albesti|slujitorii-albeşti|zavoaia|zăvoaia	3482
Aurora	ph	aurora	3481
Carracedelo	es	carracedelo	3481
Chapel Saint Leonards	gb	chapel saint leonards	3481
Desná	cz	desna|desná|dessendorf	3481
Kochetok	ua	kachehtok|ke qie tuo ke|kocetok|kochegok|kochetok|koczetok|kotchetok|kotschetok|kotxetok|koçetok|kočetok|качэток|кочеток	3481
Monte San Biagio	it	castrum monticelli|meng tai sheng bi ya jiao|monte san biadzho|monte san biagio|monte san byajo|monte-san-b'jadzho|monte-san-bjadzho|montesanbiajo|munti san biaggiu|монте сан биаджо|монте-сан-бьяджо|монте-сан-бяджо	3481
Nouville	nc	nouville	3481
Oberaula	de	obaaura|oberaula|shang ao la|обераула	3481
Prigoria	ro	prigoria	3481
Putlod	ph	putlod|putlog|putloo	3481
Royal Gardens	ca	royal gardens	3481
Santo Domingo	ph	santo doming|santo domingo	3481
Sofiivka	ua	sofiivka|sofijivka|sofiyevka|sofiyivka|софіївка	3481
Aalst	nl	aalst	3480
Akasztó	hu	akasto|akaszto|akasztó|акасто	3480
Lazarevo	rs	lasarfeld|lazarevo|lazarfold|lázárföld	3480
Løgumkloster	dk	gmina logumkloster|gmina løgumkloster|loegumkloster|logumkloster|logumkloster sogn|lögumkloster|løgumkloster|løgumkloster sogn	3480
Newport	us	city of newport|n'juport|newport|niu bo te|njuport|nyupoto|nywbwrt|ньюпорт|њупорт	3480
Petit	ci	petit	3480
Saint Johns	us	saint john|saint johns|sent-dzhons|st. johns|сент-джонс	3480
Tatsuiwa	jp	kawaba|li yan|tateiwa|tatsuiwa	3480
Umabay	ph	umabay	3480
Urmitz	de	urmic|urmitz|wu er mi ci|урмиц	3480
Weston	au	weston	3480
Altair	br	altair	3479
Brusturoasa	ro	brusturoasa	3479
Dolna Mitropolia	bg	dolishnja mitropolija|dolna metropolja|dolna mitropolia|dolna mitropolija|dolna mitropoliya|dolna netropol mitropoliya|dolna-mitropolija|dona mitropolija|doruna・mitoroporiya|dwlna mytrwpwlya|xia mi te luo bo li ya|долна митрополия|долна-митрополия|долішня митрополія|доња митрополија	3479
Elizabeth North	au	elizabeth north	3479
Gamut	ph	gamut|gamuton|ganut	3479
Mina México	mx	mina mexico|mina méxico	3479
Ostrovu Mare	ro	ostrovu mare|ostrovul-mare	3479
Río Lindo	hn	rio lindo|río lindo	3479
Soungasa	ci	soungasa|soungaso	3479
Taishi	cn	tai shi|taishi	3479
Tolono	us	tolono	3479
Town Hall Crescent	ky	town hall crescent	3479
Umurbey	tr	umurbey	3479
České Velenice	cz	ceske velenice|cheshke velenice|cheske-velenice|jie ke wei lai ni cai|české velenice|ческе-веленице|чешке велењице	3479
Amesti	us	a mei si di|amesti|amsty kalyfrnya|amzty kalyfwrnya|ejmsti|emesti|емести|еместі|ејмсти	3478
Balahzār	ir	balahzar|balahzār|baleh zar|baleh zār|balih zar|blhzar	3478
Bischoffen	de	bi shao fen|bischoffen|bishofen|bishoffen|бишофен|бишоффен|бішоффен	3478
Bédée	fr	bede|bedee|bediscum|bei dai ai|bezeg|bédée|беде	3478
Clarenville-Shoal Harbour	ca	clarenville-shoal harbour	3478
Kam'yanka	ua	ka mi yang ka|kam'janka|kam'yanka|kam'ynka|kamenka|kamianka|kamjanka|tasbunar|tashbunar|tașbunar|каменка|кам’янка|ташбунар	3478
Kamatsuka	jp	fu zhong|kamatsuka|wazuka	3478
La Sauceda	mx	la sauceada|la sauceda|santa fe de guadalupe|sauceda	3478
Maikkula	fi	maikkula	3478
Piobesi Torinese	it	piobesi torinese	3478
Pérasma	gr	koutskovaini|koutskovaíni|kuchkoveni|perasma|perazma|pérasma|кучковени|перазма	3478
Rush	us	rush|webster's mills	3478
Summersville	us	nicholas court house|samervil|sammersvill|samrswyl wyrjynyay ghrby|smrsfyl|somerville|summersville|самервил|саммерсвилл	3478
Tatarskaya Kargala	ru	kagalinski|kargala|kargalinskiy|tatarskaja kargala|tatarskaya kargala|каргала|татарская каргала	3478
Alife	it	a li fei|alife|alifi|allifae|allipe|alyf kampanya|arife|алифе|аліфе	3477
Canadian	au	canadian	3477
Ciobanu	ro	ciobanu|ciobanul	3477
Fortaleza de Minas	br	fortaleza de minas	3477
Hatipler	tr	hatipler|havacilar|havacılar	3477
Maanas	ph	maanas	3477
Montferrier-sur-Lez	fr	lai he pan meng te fu er li ye|monferrie-sjur-lez|montferrier|montferrier de les|montferrier-sur-lez|montferrièr de les|монферрие-сюр-лез|монферріє-сюр-лез	3477
Mūd	ir	mood nahar khan|mud|mud-e dahanab|mwd|mūd|mūd-e dahanāb	3477
Nyzhnya Syrovatka	ua	nizh.syrovatka|nizhne sirovatka|nizhnja sirovatka|nizhnyaya syrovatka|nyzhnia syrovatka|nyzhnya syrovatka|ниж.сыроватка|нижня сироватка	3477
Salakta	tn	salakta|salaqtah|salaqţah|slqtt	3477
Samagaltay	ru	samagalday|samagaltaj|samagaltay|samgaltay|самагалтай	3477
Saxon	ch	sa ke song|sasson|saxon|saxon i sveits|saxon vs	3477
Singureni	ro	singureni	3477
Trebnje	si	praetorium latobicorum|te lei bu nie|teulebeune|tirebinije|torebunye|trbnjh|trbnyh|trebanaje|trebn'e|trebnaje|trebne|trebnje|требнье|требнє|требње	3477
Woodford	au	woodford	3477
Allassac	fr	a la sa ke|alacac|alasak|alaçac|allassac|allassak|arasakku|аласак|аллассак	3476
Buliran Segundo	ph	buliran|buliran second|buliran segundo|buliran two	3476
Calidñgan	ph	calidngan|calidñgan	3476
Gorbatovka	ru	garbatauka|ge er ba tuo fu ka|ghwrbatwfka|gorbatovka|gorbatowka|gorubatofuka|qwrbatwwka|гарбатаўка|горбатовка	3476
Göda	de	ge da|geda|gjoda|goeda|goeda vald|goeda/hodzij|göda|göda vald|göda/hodźij|hodzij|hodźij|геда|гёда	3476
Lillington	us	lilington|lillington|long creek village|lylynghtwn|lylyngtwn karwlynay shmaly|лилингтон	3476
Marina di Ravenna	it	marina di ravenna	3476
Mühlheim am Bach	de	muehlheim|muhlheim am bach|mühlheim|mühlheim am bach	3476
Oranienbaum	de	oranienbaum	3476
Rimsting	de	li mu si ting ge|rimsting|rymstyng|римстинг|рімстінг	3476
Santa Maria Nuova	it	santa maria nuova	3476
Tlilapan	mx	tlilapan|tlilapán	3476
't Hofke	nl	't hofke	3475
Bärnau	de	baernau|barnau|bei er nao|bernau|brnwa|bärnau|бернау	3475
Champagné	fr	champagne|champagné	3475
Dayr Abū Mash‘al	ps	dayr abu mash'al|dayr abu mash`al|dayr abū mash‘al|deir abu mash`al|deir abu mash‘al	3475
Dorp Nikiboko	bq	dorp nikiboco|dorp nikiboko|nikiboko	3475
Jobos	pr	jobos	3475
Konče	mk	konase|konatse|konca|konce|konche|konse|kontche|kontché|kontsue|konçe|konča|konče|kwenise|kwntsh|конце|конче	3475
Masevaux	fr	ma se wo|masevaux|masmuenster|masmünster|massevaux|mazevo|mazvo|мазво|мазево	3475
Notzingen	de	nocingen|notcingen|notzingen|nuo qin gen|нотцинген|ноцинген	3475
Nueva Palestina	mx	nueva palestina	3475
Santa María Ilucan	mx	santa maria ilucan|santa maría ilucan|santa maría ilucán	3475
Southport	us	fort johnston|sausupoto|sautport|sawthbwrt|smithville|southport|swtprt karwlynay shmaly|swtprt qwzyy karwlyna|саутпорт	3475
Ugchelen	nl	uchelen|ugchelen	3475
Altavista	us	alta vista|altavista	3474
Argelia	co	argelia	3474
Dillonvale	us	dillonvale|dillonvejl|dilonvejl|dylwnfyl|диллонвейл|дилонвејл|діллонвейл	3474
Egna	it	egna|enya|neumarkt|villa d'egna	3474
Hildrizhausen	de	gil'dricgauzen|hildritshauzeni|hildrizhausen|khil'drickhauzen|khildrickhauzen|xi er de li ci hao sen|гільдріцгаузен|хилдрицхаузен|хильдрицхаузен	3474
Juno Beach	us	dzhuno-bich|dzuno bich|juno beach|juno bica|junobichi|jwnw bych flwryda|jwnw bytsh|zhu nuo hai tan|джуно-бич|джуно-біч|џуно бич	3474
Marano Marchesato	it	marano|marano marchesato	3474
Richwood	us	richwood	3474
Sárosd	hu	sarosd|sárosd	3474
Villa Juárez	mx	villa juarez|villa juárez	3474
Bonnells Bay	au	bonnells bay	3473
Brienne-le-Château	fr	breonna|brien-le-shato|brienn-le-shato|brienne-le-bourg|brienne-le-chateau|brienne-le-château|brijen le shato|bu li an lai sha tuo|бриен-ле-шато|бријен ле шато|брієнн-ле-шато	3473
Forstinning	de	forstining|forstinning|fu er si di ning ge|fwrstynyng|форстининг|форстиннинг|форстіннінг	3473
Fārsīyān	ir	farseyan|farsian|farsiyan|farsyan|fārseyān|fārsīyān|fārsīān|parsian|parsiyan|parsiyān	3473
Gusevskiy	ru	gusevskij|gusevskiy|гусевский	3473
Haveluloto	to	havelu|haveluloto	3473
Lapining	ph	lapinig|lapining	3473
Lueta	ro	loevete|lovete|lueta|lövete|lövéte	3473
Norma	it	norma	3473
Ohioville	us	ohioville	3473
Pinheiro Preto	br	pinheiro preto	3473
Remetea Mare	ro	remete|remetea mare|remetea timisana|remetea timişană|temesremete	3473
Tammisto	fi	rosendal|tammisto|tamsku	3473
Wallerstein	de	valershtajn|vallershtajn|vuarashutain|wa lei shi tai yin|wallerstein|валерштајн|валлерштайн	3473
Combapata	pe	combapata	3472
Copa	ci	copa	3472
Malmstrom Air Force Base	us	malmstrom air force base|malmstrom air force base cdp	3472
Orgovány	hu	orgovany|orgovány	3472
Sankasho	jp	gokase|sangasho|sankasho|sanke suo	3472
Seva	es	seva	3472
Uglovka	ru	owglovka|uglovka|угловка	3472
Aldgate	au	aldgate	3471
Benet	fr	benet	3471
Bualan	ph	bualan	3471
Bălăciţa	ro	balacita|bălăciţa	3471
Caramoan	ph	caramoan	3471
Duisburg	be	duisburg|duysbourg	3471
Dunham	ca	dunham	3471
Hei Hei	nz	hei hei	3471
Kalynivka	ua	kalinivka|kalinovka|kalynivka|калиновка|калинівка	3471
Quinapundan	ph	quinapondan|quinapundan	3471
Recursolândia	br	recursolandia|recursolândia	3471
Rio Crespo	br	rio crespo	3471
Taninges	fr	taninges	3471
Valencia	ph	valencia	3471
Arcangel	ph	arcangel	3470
Baalder	nl	baalder	3470
Bal’shavik	by	bal'shavik|bal’shavik|bol'shevik|bol’shevik|sovkhoz bol'shevik|sovkhoz bol’shevik|бальшавік|большевик	3470
Durania	co	durania	3470
Gilserberg	de	gil'zerberg|gilserberg|gilzerberg|giruzaberuku|ji er ze bei ge|гилзерберг|гильзерберг|гільзерберг	3470
Haworth	us	haworth|hawwrth nywjrsy|khavors|khavort|хаворс|хаворт	3470
Lienden	nl	lienden	3470
Sabang	ph	sabang	3470
Tixpéhual	mx	tixpehual|tixpeual|tixpheual|tixpéhual|tixpéual	3470
Berea	us	berea	3469
Cuccurano	it	cuccurano	3469
Gallipolis	us	french city|galipolis|galliopolis|gallipolis|ghalybwlys|галиполис	3469
Gatow	de	berlin-gatow|gatow	3469
King's Clipstone	gb	king's clipstone	3469
La Vega	co	la vega	3469
Maślice Wielkie	pl	maslice wielkie|maślice wielkie	3469
Novyye Zori	ru	novi zori|noviye zori|novye zori|novyezori|novyye zori|novıye zori|nwwy zwry|nwwyh zwry|новые зори|новыезори|нові зорі	3469
Pottsgrove	us	bo ci ge lou fu|patsgrww|potsgrov|pottsgrouv|pottsgrove|потсгров|поттсгроув	3469
San Isidro	ph	san isidro	3469
Santana dos Montes	br	cataua|catauá|morro do chapeo|morro do chapeu|morro do chapéu|santana dos montes	3469
Saracena	it	saracena	3469
Tsybuliv	ua	cibulev|cibuliv|cybuliu|cybuliv|cybulow|cybulów|qi bu li fu|tibuliv|tsibulev|tsibuliv|tsybouliv|tsybuliv|tsıbuliv|zybuliw|čybuliv|țîbuliv|цибулев|цибулів|цыбуліў	3469
Volga	ru	volga|волга	3469
